id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,change_direction
kelp-dao-restaked-eth,rseth,Kelp DAO Restaked ETH,https://coin-images.coingecko.com/coins/images/33800/large/Icon___Dark.png?1702991855,3135.14,1054935303,97,1054935303,98041.0,3150.62,2933.13,152.79,5.12313,51873469.0,5.17151,336135.619419961,336135.619419961,,5190.42,-39.53994,2025-08-24T19:13:49.359Z,1029.61,204.78892,2025-09-02T07:53:14.684Z,,2025-11-24T21:15:19.059Z,+
weth,weth,WETH,https://coin-images.coingecko.com/coins/images/2518/large/weth.png?1696503332,2966.97,7828066617,25,7828066617,366585523.0,2978.94,2765.12,144.59,5.12304,352996492.0,4.72232,2637275.323251022,2637275.323251022,,4950.08,-39.94399,2025-08-24T19:28:11.411Z,82.1,3520.82228,2018-12-15T00:00:00.000Z,,2025-11-24T21:15:19.590Z,+
ethereum,eth,Ethereum,https://coin-images.coingecko.com/coins/images/279/large/ethereum.png?1696501628,2967.95,358351826409,2,358351826409,32966995428.0,2979.19,2770.21,144.46,5.11651,17183494283.0,5.03666,120695639.9699993,120695639.9699993,,4946.05,-39.89637,2025-08-24T19:21:03.333Z,0.432979,686481.95351,2015-10-20T00:00:00.000Z,"{'times': 43.54305877704537, 'currency': 'btc', 'percentage': 4354.305877704536}",2025-11-24T21:15:12.163Z,+
wrapped-steth,wsteth,Wrapped stETH,https://coin-images.coingecko.com/coins/images/18834/large/wstETH.png?1696518295,3616.87,11951745781,14,11951745781,42455576.0,3629.16,3379.05,176.05,5.11639,580084270.0,5.10114,3304040.230593747,3304040.230593747,,7256.02,-50.11623,2022-05-13T15:09:54.509Z,558.54,548.04235,2022-05-13T01:36:45.053Z,,2025-11-24T21:15:18.723Z,+
mantle-staked-ether,meth,Mantle Staked Ether,https://coin-images.coingecko.com/coins/images/33345/large/symbol_transparent_bg.png?1701697066,3209.61,741802085,121,741802085,3771617.0,3217.08,2994.73,156.19,5.11533,33289095.0,4.69845,231410.2944071602,231410.2944071602,,5312.55,-39.70127,2025-08-24T19:26:54.562Z,1485.62,115.62731,2025-04-09T01:32:38.082Z,,2025-11-24T21:15:19.550Z,+
gteth,gteth,GTETH,https://coin-images.coingecko.com/coins/images/69320/large/gteth-logo.jpeg?1758190986,2970.09,456858719,161,456858719,292948.0,2976.51,2765.87,144.02,5.09613,22151984.0,5.09585,153820.0,153820.0,,4751.71,-37.4824,2025-10-07T13:30:07.330Z,2627.71,13.05089,2025-11-21T12:31:56.390Z,,2025-11-24T21:15:19.308Z,+
stader-ethx,ethx,Stader ETHx,https://coin-images.coingecko.com/coins/images/30870/large/staderx.png?1696529717,3185.23,456288944,162,456288944,111298.0,3200.81,2970.94,154.1,5.08394,21894147.0,5.04015,143219.1380274983,143219.1380274983,,5253.42,-39.30903,2025-08-24T19:18:48.111Z,1474.49,116.23432,2025-04-09T01:32:31.885Z,,2025-11-24T21:15:19.312Z,+
renzo-restaked-eth,ezeth,Renzo Restaked ETH,https://coin-images.coingecko.com/coins/images/34753/large/Ezeth_logo_circle.png?1713496404,3155.06,746760284,118,746760284,9822348.0,3167.7,2944.23,152.05,5.06309,-27598235.28889072,-3.56401,236596.1688620613,236596.1688620613,,5227.06,-39.60106,2025-08-24T19:25:30.766Z,1454.43,117.06713,2025-04-09T01:30:57.856Z,,2025-11-24T21:15:19.171Z,+
mantle-restaked-eth,cmeth,Mantle Restaked ETH,https://coin-images.coingecko.com/coins/images/51114/large/symbol.png?1730117724,3207.3,292585777,222,292585777,10167201.0,3218.06,2998.42,151.85,4.96992,13850627.0,4.9691,91243.72788805318,91243.72788805318,,5306.91,-39.58762,2025-08-24T19:18:55.595Z,1480.7,116.52108,2025-04-09T01:30:47.033Z,,2025-11-24T21:15:09.615Z,+
sweth,sweth,Swell Ethereum,https://coin-images.coingecko.com/coins/images/30326/large/_lB7zEtS_400x400.jpg?1696529227,3238.52,393093584,182,393104544,227787.0,3254.89,3021.95,153.2,4.96528,18409107.0,4.91323,121323.095741077,121326.478319651,,5370.2,-39.6526,2025-08-24T19:22:28.159Z,1516.13,113.7537,2025-04-09T01:31:40.463Z,,2025-11-24T21:15:19.593Z,+
polygon-pos-bridged-weth-polygon-pos,weth,Polygon PoS Bridged WETH (Polygon POS),https://coin-images.coingecko.com/coins/images/39708/large/WETH.PNG?1723730343,2962.86,314970917,213,314970917,13812671.0,2980.71,2771.08,138.19,4.89238,15206954.0,5.07298,106204.4375055637,106204.4375055637,,4948.98,-40.02854,2025-08-24T19:27:23.389Z,1390.73,113.41129,2025-04-09T01:31:27.335Z,,2025-11-24T21:15:09.841Z,+
ether-fi-liquid-eth,liquideth,Ether.Fi Liquid ETH,https://coin-images.coingecko.com/coins/images/70219/large/liquideth.png?1761117977,3111.97,424908780,170,424908780,4778.66,3115.52,2936.76,115.61,3.85837,15984247.0,3.90885,136384.3918228885,136384.3918228885,,4507.99,-30.96779,2025-10-27T05:30:49.462Z,2783.66,11.79407,2025-11-21T12:32:54.263Z,,2025-11-24T21:15:09.310Z,+
ignition-fbtc,fbtc,Function FBTC,https://coin-images.coingecko.com/coins/images/39182/large/Function_Token_%282%29.png?1760254065,88954.0,1043421798,98,1043421798,354618.0,89262.0,84036.0,3145.12,3.66527,15933523.0,1.55073,11736.93625271,11736.93625271,,127954.0,-30.56767,2025-10-06T12:50:40.428Z,11469.83,674.56715,2024-09-10T18:18:02.102Z,,2025-11-24T21:15:19.624Z,+
wbnb,wbnb,Wrapped BNB,https://coin-images.coingecko.com/coins/images/12591/large/binance-coin-logo.png?1696512401,871.38,1196068790,90,1196068790,467629194.0,875.09,830.31,22.81,2.68803,29195608.0,2.50204,1372514.659907568,1372514.659907568,,1372.03,-36.42957,2025-10-13T08:47:24.374Z,23.6,3595.3083,2020-09-24T13:48:40.532Z,,2025-11-24T21:15:19.845Z,+
astherus-staked-bnb,asbnb,Aster Staked BNB,https://coin-images.coingecko.com/coins/images/54129/large/asBNB.png?1744789305,921.77,268702678,231,268702678,78261.0,926.13,881.11,23.92,2.66432,7517469.0,2.87821,290529.6410178102,290529.6410178102,,1446.58,-36.06497,2025-10-13T08:47:24.976Z,326.84,182.97369,2025-03-05T16:31:21.049Z,,2025-11-24T21:15:09.559Z,+
binancecoin,bnb,BNB,https://coin-images.coingecko.com/coins/images/825/large/bnb-icon2_2x.png?1696501970,871.32,120194538893,5,120194538893,2055480308.0,875.5,833.32,22.22,2.61749,3071592925.0,2.62254,137736577.41,137736577.41,200000000.0,1369.99,-36.24486,2025-10-13T08:41:24.131Z,0.0398177,2193497.60214,2017-10-19T00:00:00.000Z,,2025-11-24T21:15:11.936Z,+
solv-btc,solvbtc,Solv Protocol BTC,https://coin-images.coingecko.com/coins/images/36800/large/solvBTC.png?1719810684,88762.0,934534800,106,934534800,636699.0,88870.0,85344.0,2055.77,2.37098,13721275.0,1.49013,10515.76750144104,10515.76750144104,21000000.0,125693.0,-29.3355,2025-10-06T17:25:17.426Z,49058.0,81.05256,2024-08-05T06:28:45.311Z,,2025-11-24T21:15:19.135Z,+
clbtc,clbtc,clBTC,https://coin-images.coingecko.com/coins/images/54164/large/clBTC.png?1738482999,89605.0,692041123,125,692041123,16.14,89620.0,86088.0,1957.96,2.23391,15121789.0,2.23391,7723.217000000001,7723.217000000001,,129190.0,-30.64044,2025-07-24T19:16:34.717Z,51493.0,74.01503,2025-04-21T12:36:24.067Z,,2025-11-24T21:15:19.383Z,+
arbitrum-bridged-wbtc-arbitrum-one,wbtc,Arbitrum Bridged WBTC (Arbitrum One),https://coin-images.coingecko.com/coins/images/39532/large/wbtc.png?1722810336,89038.0,719227607,123,719227607,183735698.0,89122.0,85498.0,1876.12,2.15244,14053034.0,1.99284,8079.70566082,8079.70566082,,126226.0,-29.54487,2025-10-06T19:06:49.202Z,49594.0,79.32142,2024-08-05T13:30:13.831Z,,2025-11-24T21:15:19.274Z,+
